Income,DebtToIncomeRatio,UtilityTimeliness,SocialSentiment,GeolocationScore,Default
109643,0.29,1,0.75,0.45,0
40764,0.1,0,0.43,0.83,1
128940,0.21,1,0.59,0.73,0
106027,0.34,0,0.67,0.66,0
58494,0.32,1,0.77,0.71,0
23373,0.65,1,0.83,0.79,0
32161,0.58,1,0.79,1.0,0
117532,0.31,0,0.32,0.87,1
112658,0.42,0,0.74,0.72,0
143633,0.17,1,0.62,0.86,0
120386,0.73,1,0.67,0.69,0
47350,0.75,1,0.54,0.59,0
113008,0.79,0,0.76,0.56,0
114297,0.71,1,0.74,0.64,1
45351,0.22,1,0.68,0.4,0
108668,0.13,1,0.86,0.51,0
134585,0.51,1,0.37,0.48,0
35305,0.74,1,0.5,0.98,0
95353,0.22,1,0.62,0.44,0
96797,0.1,1,0.92,0.7,0
85953,0.66,0,0.35,0.95,0
77458,0.15,1,0.52,0.76,0
127112,0.39,1,0.9,0.7,0
40358,0.58,0,0.88,0.85,1
23267,0.27,1,0.86,0.61,0
102745,0.16,1,0.5,0.52,0
109588,0.64,0,0.85,0.91,0
58513,0.54,1,0.63,0.43,1
46092,0.79,1,0.7,0.88,0
31338,0.34,1,0.46,0.46,1
20412,0.14,0,0.76,0.78,0
27543,0.61,1,0.51,0.69,0
125891,0.47,1,0.52,1.0,1
53496,0.25,1,0.71,0.63,0
80692,0.65,0,0.46,0.97,0
109084,0.24,1,0.45,0.64,0
112920,0.28,0,0.54,0.81,0
143555,0.16,1,0.81,0.79,0
64425,0.38,1,0.45,0.45,0
58756,0.39,0,0.81,0.85,0
38888,0.46,1,0.75,0.53,0
55735,0.6,1,0.74,0.63,0
67295,0.73,1,0.61,0.87,0
137474,0.2,1,0.78,0.97,0
134352,0.14,1,0.31,0.74,1
103042,0.11,1,0.5,0.71,0
105999,0.2,1,0.74,0.7,0
37955,0.56,1,0.94,0.89,0
57841,0.61,1,0.3,1.0,0
90640,0.65,1,0.63,0.78,0
85510,0.27,0,0.9,0.63,0
54911,0.31,0,0.86,0.53,0
79031,0.44,1,0.32,0.52,1
108726,0.14,1,0.64,0.91,0
27357,0.53,1,0.3,1.0,1
52479,0.79,0,0.81,0.82,0
81476,0.35,1,0.5,0.97,0
64811,0.63,1,0.8,0.61,0
56208,0.45,1,0.91,0.78,0
40150,0.19,1,0.93,0.71,0
91180,0.51,0,0.88,0.69,0
63286,0.31,0,0.43,0.78,1
132856,0.12,1,0.43,0.59,0
88450,0.54,1,0.71,0.78,0
41352,0.7,0,0.65,0.8,0
75069,0.34,1,0.31,0.9,0
131888,0.37,1,0.55,0.84,0
130448,0.72,1,0.89,0.59,0
34397,0.67,1,0.88,0.67,1
61555,0.6,1,0.43,0.47,0
66959,0.27,1,0.55,0.55,0
20728,0.74,0,0.66,0.71,0
70517,0.21,0,0.85,0.46,0
139180,0.54,1,0.65,0.74,0
86234,0.12,1,0.93,0.63,1
59954,0.55,1,0.82,0.42,0
67280,0.29,0,0.92,0.66,0
99459,0.41,0,0.78,0.57,0
36779,0.34,0,0.87,0.44,0
83932,0.22,0,0.84,0.58,1
92936,0.54,1,0.46,0.58,1
44466,0.72,1,0.45,0.61,0
56939,0.77,1,0.86,0.62,0
89896,0.23,1,0.36,0.66,0
55270,0.6,0,0.57,0.46,0
79163,0.57,1,0.83,0.4,1
102637,0.34,0,0.83,0.84,0
71934,0.11,0,0.39,0.6,0
84895,0.58,0,0.62,0.77,0
52307,0.76,1,0.61,0.58,1
74098,0.54,1,0.51,0.99,0
80921,0.4,1,0.9,0.59,0
25486,0.47,1,0.72,0.76,0
28335,0.24,1,0.94,0.53,0
106900,0.63,1,0.34,0.71,0
146020,0.62,0,0.56,0.75,0
141954,0.2,0,0.84,0.51,1
122795,0.71,1,0.57,0.47,0
109112,0.29,1,0.47,0.98,0
117203,0.79,0,0.95,0.94,1
31130,0.37,0,0.87,0.8,1
107508,0.22,1,0.66,0.92,0
125955,0.35,1,0.67,0.46,0
138324,0.41,1,0.3,0.84,1
80566,0.15,0,0.94,0.57,0
86703,0.5,1,0.82,0.72,0
47192,0.52,1,0.32,0.86,0
21062,0.62,1,0.41,0.42,0
104076,0.12,1,0.83,0.82,0
109780,0.48,1,0.36,0.66,0
41545,0.14,1,0.91,0.66,1
41689,0.59,1,0.95,0.94,0
31174,0.14,1,0.88,0.92,0
108461,0.74,1,0.78,0.43,0
146174,0.59,0,0.62,0.77,0
123033,0.46,0,0.35,0.66,0
29348,0.41,1,0.77,0.47,0
43714,0.19,1,0.56,0.91,0
58102,0.3,1,0.67,0.44,0
94460,0.71,0,0.49,0.42,0
122634,0.73,0,0.46,0.52,0
109930,0.1,1,0.51,0.58,1
26801,0.52,1,0.83,0.44,0
123150,0.6,1,0.58,0.78,0
92267,0.53,1,0.5,0.66,1
68136,0.16,1,0.58,0.65,1
43625,0.25,1,0.32,0.49,0
102873,0.28,1,0.88,0.66,0
120843,0.68,0,0.66,0.63,0
92592,0.42,1,0.37,0.63,0
97052,0.44,1,0.49,0.53,1
64261,0.75,0,0.94,0.46,0
21542,0.55,1,0.69,0.56,0
41677,0.73,1,0.49,0.8,1
66732,0.42,1,0.58,0.44,0
70343,0.2,1,0.47,0.63,0
59081,0.75,0,0.32,0.71,1
82856,0.42,0,0.85,0.98,0
113105,0.23,1,0.49,0.91,0
108858,0.31,0,0.84,0.95,0
39065,0.14,0,0.61,0.89,1
144097,0.43,1,0.42,0.75,0
103460,0.7,1,0.82,0.92,0
108092,0.75,0,0.55,0.74,0
146116,0.75,1,0.76,0.61,1
74693,0.19,1,0.84,0.62,0
46962,0.37,1,0.93,0.74,0
48295,0.12,0,0.36,0.89,0
33807,0.7,1,0.31,0.48,1
62348,0.35,0,0.66,0.42,0
46432,0.54,1,0.47,0.87,0
103285,0.6,1,0.6,0.79,0
126995,0.4,0,0.35,0.89,0
111792,0.31,0,0.63,0.99,0
77854,0.77,1,0.38,0.55,0
60262,0.78,1,0.85,0.52,0
57080,0.3,0,0.79,0.6,0
21324,0.44,0,0.35,0.93,0
111267,0.78,1,0.84,0.41,0
144707,0.1,0,0.51,0.41,0
55909,0.39,1,0.53,0.53,0
109339,0.17,0,0.42,0.63,0
39870,0.46,0,0.84,0.58,0
54578,0.12,1,0.56,0.89,0
92124,0.38,0,0.33,0.81,0
137611,0.25,0,0.93,0.9,0
123605,0.47,0,0.47,0.63,0
46790,0.8,1,0.91,0.76,0
138874,0.66,1,0.5,0.71,1
45289,0.69,1,0.84,0.68,1
75129,0.54,1,0.73,0.57,1
113714,0.13,1,0.86,0.83,1
114246,0.24,1,0.93,0.71,1
35485,0.75,1,0.87,0.45,0
64482,0.36,0,0.56,0.4,0
106188,0.17,0,0.83,0.41,0
24748,0.59,0,0.76,0.45,0
106769,0.31,0,0.34,0.62,1
29435,0.29,0,0.9,0.58,0
23709,0.8,1,0.6,0.49,0
143961,0.7,1,0.39,0.71,0
50355,0.39,0,0.58,0.98,1
75771,0.79,0,0.69,0.5,0
77799,0.56,0,0.67,0.55,0
33116,0.62,0,0.67,0.68,0
45470,0.12,0,0.47,0.78,1
62344,0.19,1,0.71,0.76,1
62918,0.54,0,0.89,0.71,1
72224,0.73,0,0.55,0.84,0
59298,0.54,0,0.71,0.91,0
128492,0.19,1,0.46,1.0,0
100219,0.18,1,0.33,0.68,1
81629,0.69,1,0.68,1.0,0
86040,0.2,1,0.33,0.84,0
119518,0.46,0,0.77,0.79,0
119835,0.13,0,0.74,0.78,0
48016,0.16,1,0.54,0.95,0
43960,0.57,1,0.57,0.97,0
53591,0.58,0,0.9,0.51,0
102848,0.34,1,0.31,0.7,0
123333,0.25,1,0.67,0.96,0
131732,0.67,0,0.9,0.63,1
134821,0.25,1,0.89,0.54,0
87641,0.48,1,0.68,0.46,0
56395,0.78,0,0.55,0.76,0
131276,0.2,1,0.36,0.82,0
149695,0.76,1,0.41,0.52,0
42700,0.23,0,0.74,0.8,0
54620,0.5,1,0.31,0.94,0
123214,0.36,0,0.87,0.55,0
148148,0.78,1,0.68,0.47,1
40559,0.29,1,0.33,0.9,0
113045,0.38,1,0.46,0.95,0
113396,0.79,0,0.69,0.53,0
81642,0.48,1,0.32,0.83,0
96539,0.45,1,0.81,0.75,1
41732,0.28,1,0.9,0.54,0
148675,0.59,1,0.92,0.89,0
111362,0.11,0,0.78,0.68,0
50354,0.13,1,0.86,0.82,0
33843,0.52,1,0.7,0.58,0
130008,0.34,1,0.6,0.89,0
134065,0.77,0,0.76,0.56,0
91726,0.73,1,0.45,0.62,1
37640,0.6,1,0.37,0.63,0
72528,0.67,1,0.8,0.52,0
58413,0.57,0,0.92,0.92,0
148142,0.19,1,0.68,0.47,0
72638,0.64,1,0.61,0.74,0
72736,0.25,1,0.65,0.89,0
127892,0.33,1,0.61,0.75,0
130133,0.67,1,0.59,0.6,0
126357,0.48,1,0.92,0.87,0
88866,0.7,0,0.61,0.7,1
39087,0.25,1,0.35,0.5,1
61430,0.53,1,0.8,0.59,1
44504,0.16,0,0.55,0.76,1
27114,0.55,0,0.76,0.8,0
98859,0.63,0,0.68,0.73,0
119657,0.51,1,0.76,0.56,1
30975,0.29,1,0.34,0.76,1
31023,0.12,1,0.32,0.6,0
41447,0.18,1,0.55,0.53,0
110469,0.54,1,0.75,0.97,0
145899,0.75,0,0.45,0.59,0
43959,0.24,1,0.58,0.6,0
86203,0.61,1,0.94,0.94,0
139156,0.71,0,0.44,0.49,0
49703,0.46,1,0.85,0.75,0
29337,0.57,1,0.84,0.87,0
66427,0.67,0,0.88,0.56,0
141507,0.28,1,0.89,0.91,1
81529,0.31,0,0.63,0.86,0
122023,0.1,1,0.74,0.69,0
104665,0.77,1,0.7,0.47,0
125787,0.74,0,0.5,0.98,0
51921,0.64,1,0.48,0.77,1
53307,0.16,1,0.52,0.71,0
47355,0.41,1,0.44,0.93,1
123268,0.17,0,0.79,0.65,1
147016,0.11,0,0.93,0.74,0
24835,0.53,0,0.86,0.92,0
40159,0.77,1,0.44,0.64,0
124346,0.73,0,0.33,0.86,0
67605,0.59,1,0.79,0.55,0
141790,0.17,1,0.55,0.82,1
125616,0.29,1,0.84,0.71,0
58088,0.32,1,0.81,0.5,0
98752,0.63,1,0.71,0.48,0
75284,0.66,1,0.47,0.67,0
77043,0.37,1,0.37,0.83,1
145388,0.39,0,0.46,0.76,0
55547,0.13,0,0.63,0.91,0
117007,0.3,1,0.94,0.63,0
102844,0.42,0,0.34,0.91,0
47532,0.18,1,0.43,0.42,0
54349,0.42,0,0.71,0.62,0
142402,0.7,0,0.5,0.44,1
138012,0.51,1,0.86,0.95,0
65445,0.16,0,0.39,0.69,1
25713,0.23,1,0.93,0.59,0
76178,0.43,1,0.89,0.7,1
69407,0.35,1,0.88,0.72,1
90340,0.35,1,0.41,0.91,1
70990,0.47,1,0.51,0.73,1
95672,0.51,0,0.82,0.66,0
149473,0.66,1,0.83,0.98,0
85545,0.34,0,0.76,0.98,0
104791,0.66,0,0.59,0.42,1
78141,0.34,1,0.5,0.82,0
43793,0.14,1,0.93,0.62,1
76570,0.49,1,0.39,0.81,0
115084,0.51,1,0.33,0.78,0
57892,0.75,1,0.31,0.6,0
21015,0.61,1,0.8,0.99,0
144704,0.74,1,0.34,0.61,0
81813,0.74,1,0.65,0.78,0
47712,0.52,1,0.54,0.89,0
120497,0.47,1,0.4,0.49,0
28415,0.49,0,0.78,0.58,0
131854,0.78,1,0.34,0.52,1
132816,0.64,1,0.51,0.87,0
148778,0.17,0,0.67,0.88,0
82292,0.64,0,0.56,0.55,1
43833,0.22,1,0.47,0.4,0
24158,0.41,1,0.9,0.65,0
82680,0.25,1,0.91,0.81,1
40309,0.58,1,0.57,0.77,0
26970,0.71,1,0.56,0.67,0
92474,0.3,1,0.5,0.58,0
106704,0.16,1,0.86,0.68,0
66540,0.31,1,0.67,0.41,0
40384,0.57,0,0.36,0.44,0
38017,0.33,0,0.85,0.5,0
95880,0.29,1,0.65,0.78,1
125570,0.23,1,0.57,0.53,0
28702,0.45,0,0.52,0.65,0
20384,0.29,0,0.36,0.77,0
20404,0.61,1,0.92,0.9,0
60943,0.15,1,0.78,0.73,0
67926,0.56,1,0.39,0.51,0
49189,0.27,1,0.63,0.97,0
32763,0.44,1,0.66,0.45,0
38384,0.3,1,0.41,0.62,1
80100,0.61,1,0.58,0.95,0
118142,0.76,1,0.72,0.76,0
29860,0.74,1,0.48,0.8,0
124293,0.51,1,0.52,0.58,0
100642,0.42,0,0.38,0.45,0
70612,0.67,0,0.57,0.62,0
43574,0.58,1,0.68,0.64,1
43524,0.23,1,0.38,0.56,0
89172,0.67,1,0.7,0.53,0
30916,0.4,0,0.56,0.61,1
24809,0.23,1,0.74,0.78,0
52201,0.3,0,0.5,0.97,1
73330,0.29,1,0.67,0.82,0
33456,0.46,1,0.7,0.87,0
133748,0.26,1,0.75,0.58,0
76397,0.19,1,0.79,0.46,0
141288,0.19,1,0.39,0.57,0
58765,0.51,1,0.93,0.64,0
54816,0.61,1,0.85,0.81,0
65106,0.33,0,0.67,0.96,0
73932,0.12,1,0.88,0.89,0
37100,0.19,1,0.55,0.56,0
77091,0.74,1,0.32,0.89,0
41949,0.45,1,0.77,0.65,0
90080,0.42,1,0.91,0.51,0
57744,0.13,0,0.41,0.68,0
65543,0.61,1,0.72,0.74,0
128319,0.47,1,0.83,0.86,0
112193,0.24,1,0.89,0.61,0
56187,0.18,0,0.48,0.49,1
132734,0.37,1,0.38,0.46,0
27239,0.69,0,0.46,0.47,1
144454,0.71,1,0.68,0.97,0
34489,0.52,1,0.9,0.97,0
134937,0.61,1,0.68,0.98,0
78017,0.18,1,0.9,0.58,0
81877,0.51,0,0.8,0.51,0
63125,0.57,0,0.69,0.99,1
69922,0.24,1,0.31,0.99,0
114074,0.72,0,0.52,0.45,0
52049,0.24,1,0.34,0.85,0
57131,0.32,1,0.51,0.57,0
62944,0.53,0,0.34,0.95,0
135765,0.55,1,0.41,0.45,0
93963,0.59,1,0.57,0.93,0
126884,0.18,0,0.63,0.4,0
145917,0.69,1,0.44,0.71,0
44285,0.47,1,0.78,0.6,0
57626,0.43,1,0.68,0.66,0
62808,0.79,1,0.75,0.66,0
108464,0.62,1,0.78,0.79,0
73871,0.18,0,0.77,0.41,0
39198,0.63,0,0.91,0.81,0
39758,0.17,1,0.45,0.41,0
35254,0.12,1,0.48,0.51,0
64238,0.38,0,0.36,0.76,0
21252,0.8,1,0.69,0.45,0
59764,0.22,1,0.56,0.99,0
97709,0.57,0,0.62,0.87,1
57441,0.22,0,0.41,0.82,1
112234,0.61,1,0.72,0.56,0
73682,0.45,1,0.7,0.43,0
79494,0.58,0,0.47,0.99,0
101317,0.24,1,0.6,0.49,0
85215,0.62,0,0.88,0.9,0
98587,0.8,1,0.8,0.52,0
125185,0.57,1,0.45,0.62,0
26949,0.45,1,0.87,0.82,1
127825,0.75,1,0.34,0.97,1
75393,0.11,1,0.57,0.41,0
93553,0.61,0,0.35,0.56,0
26941,0.72,0,0.9,0.86,0
45934,0.14,1,0.33,0.5,1
43386,0.42,1,0.4,0.47,0
145362,0.24,0,0.89,0.43,0
81886,0.5,1,0.68,0.7,0
95745,0.55,1,0.82,0.86,0
103251,0.31,1,0.31,0.98,0
114456,0.42,1,0.57,0.56,1
73413,0.3,0,0.94,0.47,0
76800,0.36,0,0.68,0.64,0
117239,0.21,1,0.85,0.43,0
62318,0.72,1,0.93,0.6,0
139803,0.11,1,0.75,0.79,1
90173,0.72,1,0.51,0.5,0
90390,0.5,1,0.5,0.78,1
72329,0.33,0,0.35,0.98,0
142418,0.61,0,0.58,0.92,1
63088,0.46,1,0.9,0.61,0
136868,0.45,0,0.61,0.65,0
123196,0.18,1,0.89,0.65,0
59811,0.37,1,0.83,0.92,0
134825,0.27,1,0.94,1.0,0
75479,0.11,0,0.92,0.9,0
105392,0.35,0,0.76,0.73,0
107369,0.16,1,0.87,0.46,1
137520,0.28,1,0.79,0.97,0
39963,0.16,1,0.76,0.92,1
75123,0.17,0,0.77,0.9,0
145911,0.24,0,0.77,0.64,0
122468,0.8,1,0.55,0.67,0
112705,0.1,1,0.58,0.47,0
93477,0.55,1,0.49,0.96,0
34388,0.2,1,0.4,0.97,1
25569,0.74,1,0.6,0.55,0
89836,0.17,0,0.88,0.82,0
124573,0.77,1,0.72,0.52,0
56586,0.53,1,0.34,0.64,0
147018,0.1,1,0.83,0.58,0
32015,0.73,0,0.91,0.63,0
65002,0.47,0,0.84,0.59,1
136594,0.28,1,0.77,0.61,1
26254,0.64,0,0.4,0.87,1
37144,0.75,1,0.53,0.58,1
44214,0.44,0,0.67,0.89,1
125654,0.32,0,0.35,0.74,0
100719,0.65,1,0.37,0.87,0
91774,0.58,1,0.91,0.95,0
26090,0.72,1,0.76,0.48,0
31637,0.58,0,0.48,0.61,0
42415,0.27,1,0.51,0.43,0
44071,0.75,0,0.55,0.64,0
78243,0.17,0,0.35,0.54,1
130951,0.29,1,0.78,0.74,0
145827,0.46,0,0.41,0.87,0
128215,0.5,1,0.82,0.69,0
61240,0.11,1,0.85,0.6,0
146146,0.65,1,0.71,0.49,0
103807,0.35,1,0.8,0.42,0
121570,0.38,1,0.41,0.81,0
53434,0.67,0,0.67,0.42,0
89724,0.37,1,0.74,0.95,0
135359,0.13,1,0.73,0.76,0
95697,0.22,1,0.38,0.61,0
48732,0.77,0,0.52,0.43,0
141465,0.15,1,0.51,0.65,0
31314,0.35,1,0.67,0.92,0
43954,0.45,1,0.8,0.98,0
77108,0.45,1,0.67,0.45,0
107044,0.1,1,0.79,0.87,0
107505,0.45,1,0.36,0.56,1
131195,0.37,1,0.87,0.63,0
123081,0.78,0,0.65,0.73,1
56668,0.21,0,0.32,1.0,0
43061,0.35,1,0.72,0.53,0
99252,0.39,1,0.64,0.48,1
59749,0.37,1,0.44,0.76,1
149668,0.57,1,0.8,0.91,0
124680,0.25,1,0.91,0.79,0
36907,0.25,0,0.51,0.61,0
38777,0.61,1,0.62,0.99,0
113229,0.45,1,0.38,1.0,1
71745,0.39,1,0.9,0.86,0
128464,0.22,1,0.51,0.88,0
148077,0.23,0,0.43,0.86,0
111865,0.11,1,0.61,0.55,0
132428,0.16,1,0.33,0.49,0
101818,0.49,1,0.46,0.73,0
43624,0.72,1,0.34,0.97,0
43321,0.3,1,0.38,0.93,1
30488,0.33,1,0.37,0.46,0
42574,0.18,1,0.87,0.43,1
25240,0.37,1,0.9,0.92,0
63221,0.13,0,0.61,0.77,1
30478,0.74,1,0.71,0.58,0
148055,0.57,1,0.75,0.74,1
75645,0.79,1,0.55,0.53,0
130698,0.72,1,0.54,0.97,0
39262,0.43,1,0.74,0.9,0
138831,0.46,1,0.54,0.98,1
72796,0.23,1,0.68,0.51,0
24432,0.42,1,0.63,0.91,0
115257,0.73,1,0.64,0.74,0
84291,0.14,1,0.84,0.59,0
99104,0.7,1,0.76,0.69,1
79399,0.34,0,0.92,0.97,0
147600,0.73,1,0.81,0.81,0
99714,0.76,1,0.39,0.62,0
70428,0.57,1,0.78,1.0,0
107731,0.57,1,0.73,0.61,1
145646,0.42,1,0.72,0.89,0
20302,0.68,0,0.61,0.87,0
102558,0.77,1,0.34,0.83,0
20055,0.64,0,0.92,0.8,0
131317,0.54,1,0.85,0.47,1
28717,0.52,1,0.62,1.0,0
147449,0.69,1,0.4,0.5,0
48699,0.48,1,0.84,0.76,0
93686,0.66,1,0.58,0.55,0
87661,0.46,1,0.55,0.5,0
64247,0.14,1,0.73,0.74,0
134049,0.37,1,0.79,0.9,0
36748,0.41,1,0.34,0.63,0
125113,0.2,1,0.8,0.45,0
24621,0.17,1,0.78,0.77,0
35034,0.47,1,0.68,0.86,0
131927,0.16,1,0.52,0.58,1
147858,0.31,0,0.41,0.81,0
25126,0.62,1,0.37,0.45,0
25122,0.78,1,0.3,0.62,0
38030,0.6,1,0.43,0.68,0
102838,0.79,0,0.57,0.87,0
104717,0.59,1,0.46,0.6,0
75658,0.31,0,0.5,0.67,0
58638,0.57,0,0.55,0.78,0
87067,0.59,1,0.5,0.77,0
126476,0.36,1,0.77,0.71,0
138033,0.11,1,0.62,0.6,0
125977,0.59,1,0.31,0.8,0
108869,0.12,1,0.45,0.9,0
125186,0.54,0,0.76,0.49,0
54674,0.21,0,0.5,0.6,0
55854,0.5,1,0.9,0.8,0
66271,0.45,0,0.76,0.85,0
93688,0.11,0,0.49,0.87,0
58518,0.35,1,0.64,0.79,0
131076,0.52,1,0.73,0.69,0
30267,0.69,1,0.43,0.79,1
110825,0.72,1,0.46,0.48,1
21062,0.44,1,0.63,0.52,1
136664,0.61,1,0.9,0.96,0
70448,0.32,1,0.52,0.95,0
115462,0.34,1,0.56,0.83,0
26229,0.24,1,0.42,0.6,0
76793,0.49,0,0.69,0.79,0
134813,0.32,1,0.78,0.81,0
67915,0.16,0,0.59,0.71,0
24632,0.58,1,0.79,0.85,0
124592,0.6,1,0.5,0.42,0
23596,0.35,0,0.76,0.55,0
129779,0.15,0,0.47,0.88,0
26168,0.4,1,0.81,0.96,0
128099,0.41,1,0.84,0.93,0
27561,0.57,1,0.82,0.83,0
93794,0.32,1,0.44,0.5,1
102152,0.58,1,0.75,0.62,0
145036,0.71,1,0.65,0.43,0
144049,0.27,0,0.94,0.78,0
46734,0.79,0,0.54,0.67,1
26371,0.37,1,0.8,0.74,0
138894,0.29,1,0.54,0.99,1
46069,0.4,0,0.56,0.64,0
99905,0.17,1,0.37,0.58,0
32910,0.19,1,0.46,0.49,1
93479,0.39,1,0.41,0.49,0
97735,0.63,1,0.4,0.71,0
101264,0.73,1,0.31,0.85,0
43275,0.57,0,0.82,0.74,1
92274,0.17,0,0.6,0.92,0
101449,0.57,1,0.82,0.59,1
120776,0.54,1,0.7,0.76,0
80004,0.66,1,0.84,0.8,1
82981,0.68,1,0.63,0.57,0
104659,0.71,1,0.36,0.64,0
74553,0.39,1,0.7,0.75,0
68447,0.59,0,0.74,0.41,0
54529,0.29,0,0.71,0.93,0
146394,0.8,1,0.82,0.47,0
95703,0.22,1,0.78,0.43,0
96090,0.11,1,0.58,0.53,0
37260,0.2,1,0.83,0.7,0
132581,0.64,1,0.75,0.6,0
23812,0.41,1,0.38,0.66,0
48024,0.41,1,0.65,0.45,0
78656,0.77,1,0.77,0.54,0
136148,0.74,0,0.66,0.46,0
47285,0.32,0,0.92,0.54,0
112436,0.25,1,0.37,0.82,0
136421,0.69,1,0.77,0.75,0
21605,0.73,0,0.84,0.6,0
91158,0.48,1,0.76,0.56,0
92303,0.54,1,0.55,1.0,0
47139,0.28,1,0.55,0.86,0
97149,0.66,1,0.68,0.89,0
76138,0.54,1,0.56,0.42,0
138205,0.45,1,0.87,0.44,0
96125,0.14,0,0.37,0.83,0
33918,0.74,0,0.72,0.52,0
105655,0.53,1,0.39,0.66,0
47446,0.23,1,0.65,0.51,1
144040,0.52,1,0.77,0.51,0
33046,0.57,0,0.41,0.47,0
149922,0.47,1,0.76,0.76,0
44818,0.6,0,0.39,0.84,0
120894,0.51,1,0.7,0.43,0
135751,0.76,1,0.63,0.57,0
24324,0.14,0,0.49,0.8,0
96323,0.17,1,0.37,0.64,0
29111,0.22,0,0.78,0.82,0
58110,0.58,1,0.55,0.86,1
36389,0.55,0,0.36,0.42,1
142177,0.72,1,0.8,0.63,0
61427,0.61,1,0.45,0.84,0
99579,0.46,1,0.78,0.63,0
48746,0.79,0,0.67,0.4,0
142883,0.29,1,0.43,0.6,0
107886,0.68,1,0.35,0.92,0
127141,0.4,1,0.69,0.97,1
20117,0.55,0,0.32,0.74,0
145808,0.61,1,0.34,0.58,0
132221,0.54,1,0.76,0.68,0
104471,0.2,0,0.65,0.54,0
132613,0.41,0,0.51,0.5,0
33234,0.49,1,0.65,0.7,0
149597,0.69,0,0.68,0.84,0
123864,0.41,1,0.67,0.53,1
73441,0.74,1,0.72,0.95,0
20846,0.41,1,0.91,0.5,0
30954,0.48,1,0.55,0.74,1
99239,0.66,0,0.5,0.87,0
133689,0.51,1,0.32,0.53,0
66514,0.77,1,0.4,0.58,0
108236,0.56,1,0.37,0.43,0
117579,0.47,1,0.52,0.97,0
148644,0.12,1,0.7,0.69,0
26469,0.39,0,0.33,0.44,0
50105,0.31,1,0.77,0.9,0
62101,0.62,0,0.56,0.74,1
84323,0.25,0,0.93,0.43,1
111922,0.24,0,0.67,0.67,0
78067,0.23,1,0.8,0.66,0
69376,0.19,1,0.86,0.49,0
65587,0.32,1,0.88,0.65,0
56976,0.72,1,0.64,0.57,0
124587,0.64,1,0.56,0.82,0
147534,0.61,1,0.66,0.4,0
87584,0.66,1,0.56,0.46,0
124537,0.29,1,0.46,0.95,0
98477,0.72,1,0.51,0.66,0
130911,0.2,1,0.45,0.51,0
62533,0.34,1,0.48,0.88,0
21828,0.51,0,0.36,0.91,0
21917,0.17,1,0.58,0.53,1
40618,0.61,0,0.45,0.83,0
52254,0.37,0,0.59,0.77,0
125292,0.65,1,0.81,0.85,0
136714,0.45,1,0.59,0.87,0
67362,0.23,1,0.92,0.8,0
40128,0.61,1,0.4,0.97,1
143781,0.28,1,0.85,0.92,0
131281,0.44,1,0.46,0.54,0
79383,0.15,1,0.91,0.95,0
85545,0.53,1,0.45,0.62,0
102180,0.57,1,0.79,0.84,1
107958,0.37,1,0.34,0.91,0
29865,0.77,1,0.71,0.66,1
22219,0.71,0,0.44,0.43,1
59809,0.6,1,0.74,0.97,0
136748,0.6,0,0.71,0.44,0
25287,0.28,1,0.9,0.61,0
146593,0.56,1,0.71,0.76,0
54387,0.24,1,0.57,0.47,0
28512,0.2,0,0.43,0.9,0
21342,0.8,0,0.73,0.52,0
83076,0.54,1,0.38,0.99,0
128872,0.4,0,0.84,0.95,0
39216,0.3,1,0.46,0.76,1
137512,0.52,1,0.64,0.8,0
136682,0.13,1,0.69,0.72,1
113070,0.17,1,0.54,0.63,0
99767,0.12,1,0.73,0.61,0
117829,0.45,1,0.46,0.93,0
46614,0.52,0,0.32,0.75,0
56258,0.14,1,0.92,0.89,0
113789,0.6,1,0.51,0.71,0
62078,0.26,0,0.76,0.58,0
126288,0.58,0,0.63,0.46,0
103524,0.79,0,0.73,0.59,0
116573,0.58,1,0.37,0.93,0
32219,0.72,1,0.64,0.83,0
20235,0.76,1,0.55,0.87,1
62929,0.44,1,0.59,0.86,0
147309,0.59,1,0.93,0.47,1
87444,0.7,1,0.39,0.5,1
28567,0.35,1,0.79,0.59,0
121834,0.28,1,0.51,0.58,0
90792,0.76,1,0.49,0.44,1
85441,0.61,1,0.48,0.49,0
104555,0.25,1,0.53,0.91,0
93698,0.41,0,0.53,0.75,1
144450,0.66,1,0.48,0.61,0
137248,0.48,0,0.73,0.72,0
25415,0.55,0,0.33,0.56,0
56159,0.63,1,0.52,0.75,0
63925,0.54,1,0.48,0.44,0
146523,0.48,1,0.79,0.94,0
25951,0.62,1,0.4,0.54,0
107388,0.61,1,0.91,0.89,0
28007,0.54,1,0.41,0.8,1
146730,0.35,1,0.54,0.71,0
61832,0.38,1,0.43,0.96,0
78596,0.78,0,0.49,0.49,0
141101,0.18,1,0.79,0.47,1
50523,0.29,1,0.61,0.59,0
108861,0.44,0,0.41,0.9,0
144194,0.69,1,0.33,0.42,0
106740,0.21,0,0.45,0.54,0
35524,0.29,0,0.91,0.65,0
149028,0.15,1,0.85,0.83,0
39282,0.59,1,0.59,0.58,0
43930,0.27,1,0.61,0.67,0
20077,0.37,1,0.88,0.6,0
125881,0.41,1,0.68,0.46,0
145501,0.72,1,0.87,0.84,0
40611,0.39,1,0.62,0.68,0
36984,0.2,0,0.43,0.89,0
34060,0.47,1,0.77,0.82,0
102985,0.77,1,0.64,0.43,0
104056,0.53,1,0.73,0.7,0
145329,0.79,1,0.4,0.99,0
